sheet,id,title,journal,year_pub,art_status,art_doi,art_hint,art_tried,art_file,wp_status,wp_series_used,wp_hint,wp_tried,wp_file,excel_wp_yes,excel_wp_doi,excel_wp_series,excel_wp_year
QJE,QJE_2023_Smith,Top Wealth in America: New Estimates Under Heterogeneous Returns*,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,no_wp,,,,pdfs\wps\QJE_2023_Smith_WP.pdf,0,,,
QJE,QJE_2023_Chalendard,CORRUPTION IN CUSTOMS,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:CESIFO|official_host:POLICY RESEARCH WORKING PAPER SERIES|title_fallback:NBER,pdfs\wps\QJE_2023_Chalendard_WP.pdf,1,,cesinfo/Policy Research Working Paper Series,2021.0
QJE,QJE_2023_Moscona,Does Directed Innovation Mitigate Climate Damage? Evidence from U.S. Agriculture*,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:SSRN|title_fallback:NBER,pdfs\wps\QJE_2023_Moscona_WP.pdf,1,,SSRN,2020.0
QJE,QJE_2023_LePennec,How do Campaigns Shape Vote Choice? Multicountry Evidence from 62 Elections and 56 TV Debates*,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Le Pennec_WP.pdf,1,,NBER,2019.0
QJE,QJE_2023_Baqaee,Welfare and Output With Income Effects and Taste Shocks*Free,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Baqaee_WP.pdf,1,,NBER/CEPR,2021.0
QJE,QJE_2023_Guvenen,Use It or Lose It: Efficiency and Redistributional Effects of Wealth Taxation*,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,MANUAL_NEEDED,,https://ideas.repec.org/cgi-bin/htsearch?q=Use+It+or+Lose+It%3A+Efficiency+and+Redistributional+Effects+of+Wealth+Taxation%2A+Guvenen,official_host:NAN|title_fallback:NBER|title_fallback:IZA|title_fallback:CESIFO|title_fallback:SSRN,pdfs\wps\QJE_2023_Guvenen_WP.pdf,1,,,2022.0
QJE,QJE_2023_Babina,"Cutting the Innovation Engine: How Federal Funding Shocks Affect University Patenting, Entrepreneurship, and Publications*",QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,MANUAL_NEEDED,,https://ideas.repec.org/cgi-bin/htsearch?q=Cutting+the+Innovation+Engine%3A+How+Federal+Funding+Shocks+Affect+University+Patenting%2C+Entrepreneurship%2C+and+Publications%2A+Babina,official_host:NBER|official_host:SSRN|title_fallback:IZA|title_fallback:CESIFO,pdfs\wps\QJE_2023_Babina_WP.pdf,1,,NBER/SSRN,2020.0
QJE,QJE_2023_Bowen,Learning from Shared News: When Abundant Information Leads to Belief Polarization*,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Bowen_WP.pdf,1,,NBER/CEPR,2021.0
QJE,QJE_2023_Ganong,Why do Borrowers Default on Mortgages?*,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Ganong_WP.pdf,1,,NBER/Becker Friedman Institute for Research in Economics,2020.0
QJE,QJE_2023_Bai,Web of Power: How Elite Networks Shaped War and Politics in China*,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Bai_WP.pdf,1,,NBER,2021.0
QJE,QJE_2023_DixCarneiro,"Globalization, Trade Imbalances, and Labor Market Adjustment*",QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Dix-Carneiro_WP.pdf,1,,NBER,2021.0
QJE,QJE_2023_FernandezVillaverde,The Fractured-Land Hypothesis*,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Fernandez-Villaverde_WP.pdf,1,,NBER/CEPR,2020.0
QJE,QJE_2023_Philippon,Let the Worst One Fail: A Credible Solution to the Too-Big-To-Fail Conundrum*,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Philippon_WP.pdf,1,,NBER,2021.0
QJE,QJE_2023_Buggle,The Refugee’s Dilemma: Evidence from Jewish Migration out of Nazi Germany*,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:CEPR|title_fallback:NBER,pdfs\wps\QJE_2023_Buggle_WP.pdf,1,,CEPR,2020.0
QJE,QJE_2023_Beraja,AI-tocracy,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Beraja_WP.pdf,1,,NBER/CEPR/CEP/POID/LSE,2021.0
QJE,QJE_2023_Bursztyn,Justifying Dissent,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Bursztyn_WP.pdf,1,,NBER/CEPR,2022.0
QJE,QJE_2023_Agan,Misdemeanor Prosecution,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Agan_WP.pdf,1,,NBER/IZA/HCEO,2021.0
QJE,QJE_2023_Bilal,The Geography of Unemployment,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Bilal_WP.pdf,1,,NBER,2021.0
QJE,QJE_2023_Bazzi,The Other Great Migration: Southern Whites and the New Right,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Bazzi_WP.pdf,1,,NBER/CEPR,2022.0
QJE,QJE_2023_Chatterjee,Market Power and Spatial Competition in Rural India,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:CAMBRIDGE WORKING PAPER SERIES|title_fallback:NBER,pdfs\wps\QJE_2023_Chatterjee_WP.pdf,1,,Cambridge working paper series,2019.0
QJE,QJE_2023_Afrouzi,Overreaction in Expectations: Evidence and Theory,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:HEC|title_fallback:NBER,pdfs\wps\QJE_2023_Afrouzi_WP.pdf,1,,HEC,2021.0
QJE,QJE_2023_Berger,Imperfect Risk Sharing and the Business Cycle,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Berger_WP.pdf,1,,NBER,2019.0
QJE,QJE_2023_Guarnieri,Cultural Distance and Conflict-Related Sexual Violence,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:ECONSTOR|title_fallback:NBER,pdfs\wps\QJE_2023_Guarnieri_WP.pdf,1,,Econstor,2020.0
QJE,QJE_2023_Besley,The Political Economics of Green Transitions,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Besley_WP.pdf,1,,NBER/CEPR,
QJE,QJE_2023_Jacobsen,Regulating Untaxable Externalities: Are Vehicle Air Pollution Standards Effective and Efficient?,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:CESIFO|official_host:CEPR|official_host:NER|title_fallback:NBER,pdfs\wps\QJE_2023_Jacobsen_WP.pdf,1,,NER/CEPR/CESifo,2020.0
QJE,QJE_2023_Korting,Visual Inference and Graphical Representation in Regression Discontinuity Designs,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:IZA|title_fallback:NBER,pdfs\wps\QJE_2023_Korting_WP.pdf,1,,IZA,2021.0
QJE,QJE_2023_Enke,Cognitive Uncertainty,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Enke_WP.pdf,1,,NBER/CESifo,2019.0
QJE,QJE_2023_Cortés,Gender Differences in Job Search and the Earnings Gap: Evidence from the Field and Lab,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Cortés_WP.pdf,1,,NBER,2021.0
QJE,QJE_2023_Bianchi,A Fiscal Theory of Persistent Inflation,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Bianchi_WP.pdf,1,,NBER,2022.0
QJE,QJE_2023_Finlay,Children’s Indirect Exposure to the U.S. Justice System: Evidence From Longitudinal Links between Survey and Administrative Data,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Finlay_WP.pdf,1,,NBER,2023.0
QJE,QJE_2023_Adukia,What We Teach About Race and Gender: Representation in Images and Text of Children’s Books,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Adukia_WP.pdf,1,,NBER/IZA,2021.0
QJE,QJE_2023_Donovan,Labor Market Dynamics and Development,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:EGC|title_fallback:NBER,pdfs\wps\QJE_2023_Donovan_WP.pdf,1,,EGC,2020.0
QJE,QJE_2023_Greenwood,A Quantity-Driven Theory of Term Premia and Exchange Rates,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Greenwood_WP.pdf,1,,NBER,2020.0
QJE,QJE_2023_Cajal-Grossi,Buyers’ Sourcing Strategies and Suppliers’ Markups in Bangladeshi Garments,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:CEPR|official_host:CAGE|official_host:CEP|title_fallback:NBER,pdfs\wps\QJE_2023_Cajal-Grossi_WP.pdf,1,,CEPR/CAGE/CEP,2019.0
QJE,QJE_2023_Brancaccio,Search Frictions and Efficiency in Decentralized Transport Markets,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Brancaccio_WP.pdf,1,,CEPR/NBER/Boston College,2020.0
QJE,QJE_2023_Christensen,The Damages and Distortions from Discrimination in the Rental Housing Market,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\QJE_2023_Christensen_WP.pdf,1,,NBER,2021.0
QJE,QJE_2023_Ghosh,Economic Consequences of Kinship: Evidence From U.S. Bans on Cousin Marriage,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,no_wp,,,,pdfs\wps\QJE_2023_Ghosh_WP.pdf,0,,,
QJE,QJE_2023_Esponda,Seeing What is Representative,QJE,2023,SKIPPED_WP_ONLY_MODE,,,,,no_wp,,,,pdfs\wps\QJE_2023_Esponda_WP.pdf,0,,,
JPE,JPE_2023_Nocke,Collective Brand Reputation,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:CRC TR|title_fallback:NBER,pdfs\wps\JPE_2023_Nocke_WP.pdf,1.0,,CRC TR,2021.0
JPE,JPE_2023_Morgan,The Mechanics of the Industrial Revolution,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:UCD|title_fallback:NBER,pdfs\wps\JPE_2023_Morgan_WP.pdf,1.0,,UCD,2020.0
JPE,JPE_2023_Chari,"Optimal Cooperative Taxation in the      
Optimal Cooperative Taxation in the      
Global Economy",JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:FEDERAL RESERVE BANK OF MINNEAPOLIS|title_fallback:NBER,pdfs\wps\JPE_2023_Chari_WP.pdf,1.0,,Federal Reserve Bank of Minneapoli,2022.0
JPE,JPE_2023_Dubé,Personalized Pricing and Consumer Welfare.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\JPE_2023_Dubé_WP.pdf,1.0,,NBER,2017.0
JPE,JPE_2023_Beraja,"A Semistructural Methodology
for Policy Counterfactuals",JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,no_wp,,,,pdfs\wps\JPE_2023_Beraja_WP.pdf,0.0,,,
JPE,JPE_2023_Au,Attraction versus Persuasion: Information Provision in Search Markets.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:HKUST CEP|title_fallback:NBER,pdfs\wps\JPE_2023_Au_WP.pdf,1.0,,HKUST CEP,2021.0
JPE,JPE_2023_Meyer,Consumption and Income Inequality in the United States since the 1960s.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\JPE_2023_Meyer_WP.pdf,1.0,,NBER,2017.0
JPE,JPE_2023_Chen,Getting Dynamic Implementation to Work,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:NUS RMI|title_fallback:NBER,pdfs\wps\JPE_2023_Chen_WP.pdf,1.0,,NUS RMI,2018.0
JPE,JPE_2023_De_Haan,The Performance of School Assignment Mechanisms in Practice.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:IZA|title_fallback:NBER,pdfs\wps\JPE_2023_De Haan_WP.pdf,1.0,,IZA,2015.0
JPE,JPE_2023_Adda,Sources of Wage Growth.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:CEPR|title_fallback:NBER,pdfs\wps\JPE_2023_Adda_WP.pdf,1.0,,CEPR,2022.0
JPE,JPE_2023_Kattwinkel,Costless Information and Costly Verification: A Case for Transparency.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:CRC TR|title_fallback:NBER,pdfs\wps\JPE_2023_Kattwinkel_WP.pdf,1.0,,CRC TR,2019.0
JPE,JPE_2023_Gaurav,Large-Scale Education Reform in General Equilibrium: Regression Discontinuity Evidence from India.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,no_wp,,,,pdfs\wps\JPE_2023_Gaurav_WP.pdf,0.0,,,
JPE,JPE_2023_Bocola,Risk-Sharing Externalities.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\JPE_2023_Bocola_WP.pdf,1.0,,NBER,2020.0
JPE,JPE_2023_Friebel,What Do Employee Referral Programs Do? Measuring the Direct and Overall Effects of a Management Practice.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\JPE_2023_Friebel_WP.pdf,1.0,,NBER,2019.0
JPE,JPE_2023_Dardanoni,Mixture Choice Data: Revealing Preferences and Cognition.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,no_wp,,,,pdfs\wps\JPE_2023_Dardanoni_WP.pdf,0.0,,,
JPE,JPE_2023_Filiz-Ozbay,Progressive Random Choice,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,no_wp,,,,pdfs\wps\JPE_2023_Filiz-Ozbay_WP.pdf,0.0,,,
JPE,JPE_2023_Tungodden,When Parents Decide: Gender Differences in Competitiveness,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:CESIFO|title_fallback:NBER,pdfs\wps\JPE_2023_Tungodden_WP.pdf,1.0,,CESifo,2022.0
JPE,JPE_2023_Gleyze,Informationally Simple Incentives.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,no_wp,,,,pdfs\wps\JPE_2023_Gleyze_WP.pdf,0.0,,,
JPE,JPE_2023_Gârleanu,Heterogeneity and Asset Prices: An Intergenerational Approach.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\JPE_2023_Gârleanu_WP.pdf,1.0,,NBER,2020.0
JPE,JPE_2023_Kreisman,Distinctively Black Names and Educational Outcomes.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,no_wp,,,,pdfs\wps\JPE_2023_Kreisman_WP.pdf,0.0,,,
JPE,JPE_2023_Lewbel,Social Networks with Unobserved Links,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:BOSTON COLLEGE|title_fallback:NBER,pdfs\wps\JPE_2023_Lewbel_WP.pdf,1.0,,Boston College,2019.0
JPE,JPE_2023_Bouchaud,"Self-Fulfilling Prophecies, Quasi
Nonergodicity, and Wealth Inequality",JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_official,NBER,,official_host:NBER,pdfs\wps\JPE_2023_Bouchaud_WP.pdf,1.0,,NBER,2020.0
JPE,JPE_2023_Bernini,"Race, Representation, and Local Governments in the US South: The Effect of the Voting Rights Act.",JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,downloaded_nber_title_fallback,NBER,,official_host:CEPR|title_fallback:NBER,pdfs\wps\JPE_2023_Bernini_WP.pdf,1.0,,CEPR,2018.0
JPE,JPE_2023_Petek,The Multidimensional Impact of Teachers on Students.,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,no_wp,,,,pdfs\wps\JPE_2023_Petek_WP.pdf,0.0,,,
JPE,,,JPE,2023,SKIPPED_WP_ONLY_MODE,,,,,no_wp,,,,pdfs\wps\JPE_2023__WP.pdf,,,,
